tunecache	0.7.2	0.7.2	cpu_arch=x86_64,gpu_arch=sm_35,cuda_version=7000	# Last updated Fri Jan 29 22:21:00 2016

volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	comment
8x16x16x16	N4quda12ContractCudaI7double2S1_EE	type=gamma5-minus	96	1	1	342	1	1	24576	# 7.62 Gflop/s, 25.91 GB/s, tuned Mon Jan  4 16:20:09 2016
8x16x16x16	N4quda12ContractCudaI7double2S1_EE	type=gamma5-plus	96	1	1	342	1	1	24576	# 7.69 Gflop/s, 26.15 GB/s, tuned Mon Jan  4 16:20:09 2016
8x16x16x16	N4quda16WilsonDslashCudaI7double2S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay	64	1	1	512	1	1	0	# 26.59 Gflop/s, 70.91 GB/s, tuned Mon Jan  4 16:20:02 2016
8x16x16x16	N4quda16WilsonDslashCudaI7double2S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,Xpay	96	1	1	342	1	1	0	# 129.26 Gflop/s, 190.65 GB/s, tuned Mon Jan  4 16:20:02 2016
8x16x16x16	N4quda20AsymCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay	64	1	1	512	1	1	0	# 38.40 Gflop/s, 102.40 GB/s, tuned Mon Jan  4 16:20:08 2016
8x16x16x16	N4quda20AsymCloverDslashCudaI7double2S1_S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,Xpay	256	1	1	128	1	1	9831	# 75.21 Gflop/s, 104.12 GB/s, tuned Mon Jan  4 16:20:08 2016
8x16x16x16	N4quda21TwistCloverGamma5CudaI7double2S1_EE	vol=32768,stride=32768,precision=8,TwistFlavour=-1,inverse	352	1	1	94	1	1	24577	# 2.66 Gflop/s, 45.25 GB/s, tuned Mon Jan  4 16:20:02 2016
8x16x16x16	N4quda22HeavyQuarkResidualNormI7double37double2S2_EE	vol=32768,stride=32768,precision=8,TwistFlavour=-1	320	1	1	27	1	1	7680	# 32.06 Gflop/s, 128.24 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8	448	1	1	74	1	1	7022	# 15.82 Gflop/s, 17.85 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8,dagger	448	1	1	74	1	1	8193	# 16.03 Gflop/s, 18.08 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay	192	1	1	171	1	1	6145	# 27.63 Gflop/s, 36.84 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay,dagger	192	1	1	171	1	1	0	# 27.57 Gflop/s, 36.76 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8	128	1	1	256	1	1	0	# 253.37 Gflop/s, 176.43 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8,dagger	128	1	1	256	1	1	0	# 254.69 Gflop/s, 177.36 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay	64	1	1	512	1	1	0	# 302.08 Gflop/s, 203.78 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay,dagger	320	1	1	103	1	1	16385	# 303.36 Gflop/s, 204.64 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8	96	1	1	342	1	1	7022	# 8.89 Gflop/s, 20.05 GB/s, tuned Mon Jan  4 16:20:03 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,Dslash,comm=0001,reconstruct=8,dagger	224	1	1	147	1	1	7022	# 8.84 Gflop/s, 19.95 GB/s, tuned Mon Jan  4 16:20:02 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay	128	1	1	256	1	1	7022	# 14.40 Gflop/s, 38.41 GB/s, tuned Mon Jan  4 16:20:03 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=exterior_t,DslashCloverTwist,comm=0001,reconstruct=8,Xpay,dagger	96	1	1	342	1	1	7022	# 14.14 Gflop/s, 37.70 GB/s, tuned Mon Jan  4 16:20:02 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8	256	1	1	128	1	1	0	# 70.74 Gflop/s, 98.52 GB/s, tuned Mon Jan  4 16:20:03 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,Dslash,comm=0001,ghost=0001,reconstruct=8,dagger	384	1	1	86	1	1	16385	# 89.36 Gflop/s, 124.45 GB/s, tuned Mon Jan  4 16:20:02 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay	256	1	1	128	1	1	12289	# 81.99 Gflop/s, 110.62 GB/s, tuned Mon Jan  4 16:20:03 2016
8x16x16x16	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,DslashCloverTwist,comm=0001,ghost=0001,reconstruct=8,Xpay,dagger	256	1	1	128	1	1	7022	# 81.67 Gflop/s, 110.19 GB/s, tuned Mon Jan  4 16:20:02 2016
8x16x16x16	N4quda25xpyHeavyQuarkResidualNormI7double37double2S2_EE	vol=32768,stride=32768,precision=8,TwistFlavour=-1	320	1	1	26	1	1	7680	# 29.22 Gflop/s, 140.23 GB/s, tuned Mon Jan  4 16:20:06 2016
8x16x16x16	N4quda3DotId6float26float4EE	vol=32768,stride=32768,precision=4,TwistFlavour=-1	896	1	1	28	1	1	7168	# 26.64 Gflop/s, 106.56 GB/s, tuned Mon Jan  4 16:20:05 2016
8x16x16x16	N4quda3xpyI7double2S1_EE	vol=32768,stride=32768,precision=8,TwistFlavour=-1	800	1	1	28	1	1	0	# 7.12 Gflop/s, 170.83 GB/s, tuned Mon Jan  4 16:20:07 2016
8x16x16x16	N4quda4axpyI6float26float4EE	vol=32768,stride=32768,precision=4,TwistFlavour=-1	928	1	1	25	1	1	0	# 27.15 Gflop/s, 162.87 GB/s, tuned Mon Jan  4 16:20:08 2016
8x16x16x16	N4quda4axpyI7double2S1_EE	vol=32768,stride=32768,precision=4,TwistFlavour=-1,vol=32768,stride=32768,precision=8,TwistFlavour=-1	640	1	1	28	1	1	0	# 16.81 Gflop/s, 100.86 GB/s, tuned Mon Jan  4 16:20:07 2016
8x16x16x16	N4quda4xpayI6float26float4EE	vol=32768,stride=32768,precision=4,TwistFlavour=-1	800	1	1	28	1	1	0	# 26.96 Gflop/s, 161.77 GB/s, tuned Mon Jan  4 16:20:08 2016
8x16x16x16	N4quda5Norm2Id7double2S1_EE	vol=32768,stride=32768,precision=8,TwistFlavour=-1	640	1	1	28	1	1	5120	# 26.28 Gflop/s, 105.10 GB/s, tuned Mon Jan  4 16:20:03 2016
8x16x16x16	N4quda8axpyZpbxI7double2S1_EE	vol=32768,stride=32768,precision=4,TwistFlavour=-1,vol=32768,stride=32768,precision=8,TwistFlavour=-1	416	1	1	27	1	1	0	# 47.46 Gflop/s, 118.66 GB/s, tuned Mon Jan  4 16:20:06 2016
8x16x16x16	N4quda8xmyNorm2Id7double2S1_EE	vol=32768,stride=32768,precision=8,TwistFlavour=-1	896	1	1	24	1	1	7168	# 18.49 Gflop/s, 147.91 GB/s, tuned Mon Jan  4 16:20:03 2016
8x16x16x16	copyKernel	dst=vol=32768,stride=32768,precision=4,TwistFlavour=-1,src=vol=32768,stride=32768,precision=8,TwistFlavour=-1	640	1	1	28	1	1	0	# 0.00 Gflop/s, 160.16 GB/s, tuned Mon Jan  4 16:20:04 2016
8x16x16x16	copyKernel	dst=vol=32768,stride=32768,precision=8,TwistFlavour=-1,src=vol=32768,stride=32768,precision=4,TwistFlavour=-1	768	1	1	27	1	1	0	# 0.00 Gflop/s, 167.69 GB/s, tuned Mon Jan  4 16:20:06 2016
8x16x16x32	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8	224	1	1	293	1	1	0	# 52.87 Gflop/s, 751.94 GB/s, tuned Mon Jan  4 15:45:14 2016
8x16x16x32	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8,dagger	96	1	1	683	1	1	0	# 52.66 Gflop/s, 748.98 GB/s, tuned Mon Jan  4 15:45:15 2016
8x16x16x32	N4quda10Gamma5CudaI7double2EE	type=default	416	1	1	158	1	1	9831	# 5.17 Gflop/s, 165.29 GB/s, tuned Mon Jan  4 15:45:14 2016
8x16x16x32	N4quda11axpyCGNorm2I7double26float26float4EE	vol=65536,stride=65536,precision=4,TwistFlavour=-1	448	1	1	28	1	1	7168	# 69.64 Gflop/s, 139.27 GB/s, tuned Mon Jan  4 15:45:08 2016
8x16x16x32	N4quda11axpyCGNorm2I7double26float26float4EE	vol=65536,stride=65536,precision=4,TwistFlavour=1	448	1	1	28	1	1	7168	# 69.66 Gflop/s, 139.32 GB/s, tuned Tue Jan 26 14:21:56 2016
8x16x16x32	N4quda12ContractCudaI7double2S1_EE	type=gamma5	96	1	1	683	1	1	24576	# 13.59 Gflop/s, 43.48 GB/s, tuned Mon Jan  4 15:45:14 2016
8x16x16x32	N4quda12ContractCudaI7double2S1_EE	type=gamma5-minus	96	1	1	683	1	1	24576	# 7.87 Gflop/s, 25.17 GB/s, tuned Mon Jan  4 15:45:15 2016
8x16x16x32	N4quda12ContractCudaI7double2S1_EE	type=gamma5-plus	96	1	1	683	1	1	24576	# 7.81 Gflop/s, 25.00 GB/s, tuned Mon Jan  4 15:45:15 2016
8x16x16x32	N4quda15TwistGamma5CudaI7double2EE	vol=65536,stride=65536,precision=8,TwistFlavour=-1	224	1	1	293	1	1	7022	# 10.21 Gflop/s, 163.30 GB/s, tuned Tue Jan  5 17:31:19 2016
8x16x16x32	N4quda15TwistGamma5CudaI7double2EE	vol=65536,stride=65536,precision=8,TwistFlavour=1	576	1	1	114	1	1	7022	# 10.31 Gflop/s, 164.94 GB/s, tuned Tue Jan 26 14:21:51 2016
8x16x16x32	N4quda16WilsonDslashCudaI7double2S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,Xpay	96	1	1	683	1	1	0	# 132.74 Gflop/s, 198.73 GB/s, tuned Mon Jan  4 15:45:02 2016
8x16x16x32	N4quda17TwistedDslashCudaI6float4S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,	64	1	1	1024	1	1	0	# 347.47 Gflop/s, 260.10 GB/s, tuned Tue Jan  5 17:31:20 2016
8x16x16x32	N4quda17TwistedDslashCudaI6float4S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,Xpay,DslashTwist	64	1	1	1024	1	1	0	# 318.22 Gflop/s, 230.13 GB/s, tuned Tue Jan  5 17:31:20 2016
8x16x16x32	N4quda17TwistedDslashCudaI6float4S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,Xpay,dagger,DslashTwist	128	1	1	512	1	1	0	# 318.82 Gflop/s, 230.56 GB/s, tuned Tue Jan  5 17:31:20 2016
8x16x16x32	N4quda17TwistedDslashCudaI6float4S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,dagger,	64	1	1	1024	1	1	0	# 346.53 Gflop/s, 259.39 GB/s, tuned Tue Jan  5 17:31:20 2016
8x16x16x32	N4quda17TwistedDslashCudaI7double2S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,	160	1	1	410	1	1	6145	# 137.16 Gflop/s, 205.34 GB/s, tuned Tue Jan  5 17:31:20 2016
8x16x16x32	N4quda17TwistedDslashCudaI7double2S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,Xpay,DslashTwist	96	1	1	683	1	1	0	# 134.71 Gflop/s, 194.83 GB/s, tuned Tue Jan  5 17:31:20 2016
8x16x16x32	N4quda17TwistedDslashCudaI7double2S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,Xpay,dagger,DslashTwist	160	1	1	410	1	1	6145	# 132.45 Gflop/s, 191.57 GB/s, tuned Tue Jan  5 17:31:19 2016
8x16x16x32	N4quda17TwistedDslashCudaI7double2S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,dagger,	32	1	1	2048	1	1	0	# 141.11 Gflop/s, 211.26 GB/s, tuned Tue Jan  5 17:31:19 2016
8x16x16x32	N4quda20AsymCloverDslashCudaI7double2S1_S1_EE	type=interior,comm=0000,ghost=0000,reconstruct=8,Xpay	256	1	1	256	1	1	9831	# 76.38 Gflop/s, 107.06 GB/s, tuned Mon Jan  4 15:45:14 2016
8x16x16x32	N4quda21TwistCloverGamma5CudaI7double2S1_EE	vol=65536,stride=65536,precision=8,TwistFlavour=-1,inverse	384	1	1	171	1	1	24577	# 2.68 Gflop/s, 42.86 GB/s, tuned Mon Jan  4 15:45:02 2016
8x16x16x32	N4quda22HeavyQuarkResidualNormI7double37double2S2_EE	vol=65536,stride=65536,precision=8,TwistFlavour=-1	320	1	1	28	1	1	7680	# 37.53 Gflop/s, 150.13 GB/s, tuned Mon Jan  4 15:45:06 2016
8x16x16x32	N4quda22HeavyQuarkResidualNormI7double37double2S2_EE	vol=65536,stride=65536,precision=8,TwistFlavour=1	320	1	1	28	1	1	7680	# 37.32 Gflop/s, 149.28 GB/s, tuned Tue Jan 26 14:21:55 2016
8x16x16x32	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,Dslash,comm=0000,ghost=0000,reconstruct=8	128	1	1	512	1	1	0	# 254.07 Gflop/s, 178.06 GB/s, tuned Mon Jan  4 15:45:06 2016
8x16x16x32	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,Dslash,comm=0000,ghost=0000,reconstruct=8,dagger	128	1	1	512	1	1	0	# 253.91 Gflop/s, 177.96 GB/s, tuned Mon Jan  4 15:45:06 2016
8x16x16x32	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,DslashCloverTwist,comm=0000,ghost=0000,reconstruct=8,Xpay	160	1	1	410	1	1	0	# 307.95 Gflop/s, 210.43 GB/s, tuned Mon Jan  4 15:45:06 2016
8x16x16x32	N4quda23TwistedCloverDslashCudaI6float4S1_S1_EE	type=interior,DslashCloverTwist,comm=0000,ghost=0000,reconstruct=8,Xpay,dagger	128	1	1	512	1	1	0	# 307.25 Gflop/s, 209.95 GB/s, tuned Mon Jan  4 15:45:07 2016
8x16x16x32	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,Dslash,comm=0000,ghost=0000,reconstruct=8	64	1	1	1024	1	1	0	# 66.09 Gflop/s, 92.64 GB/s, tuned Mon Jan  4 15:45:03 2016
8x16x16x32	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,Dslash,comm=0000,ghost=0000,reconstruct=8,dagger	128	1	1	512	1	1	0	# 80.08 Gflop/s, 112.25 GB/s, tuned Mon Jan  4 15:45:02 2016
8x16x16x32	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,DslashCloverTwist,comm=0000,ghost=0000,reconstruct=8,Xpay	64	1	1	1024	1	1	0	# 77.42 Gflop/s, 105.81 GB/s, tuned Mon Jan  4 15:45:04 2016
8x16x16x32	N4quda23TwistedCloverDslashCudaI7double2S1_S1_EE	type=interior,DslashCloverTwist,comm=0000,ghost=0000,reconstruct=8,Xpay,dagger	256	1	1	256	1	1	0	# 77.18 Gflop/s, 105.48 GB/s, tuned Mon Jan  4 15:45:02 2016
8x16x16x32	N4quda25xpyHeavyQuarkResidualNormI7double37double2S2_EE	vol=65536,stride=65536,precision=8,TwistFlavour=-1	320	1	1	26	1	1	7680	# 32.77 Gflop/s, 157.31 GB/s, tuned Mon Jan  4 15:45:10 2016
8x16x16x32	N4quda25xpyHeavyQuarkResidualNormI7double37double2S2_EE	vol=65536,stride=65536,precision=8,TwistFlavour=1	320	1	1	26	1	1	7680	# 32.91 Gflop/s, 157.96 GB/s, tuned Tue Jan 26 14:21:58 2016
8x16x16x32	N4quda3DotId6float26float4EE	vol=65536,stride=65536,precision=4,TwistFlavour=-1	896	1	1	28	1	1	7168	# 33.80 Gflop/s, 135.19 GB/s, tuned Mon Jan  4 15:45:07 2016
8x16x16x32	N4quda3DotId6float26float4EE	vol=65536,stride=65536,precision=4,TwistFlavour=1	992	1	1	27	1	1	7936	# 33.74 Gflop/s, 134.94 GB/s, tuned Tue Jan 26 14:21:55 2016
8x16x16x32	N4quda3xpyI7double2S1_EE	vol=65536,stride=65536,precision=8,TwistFlavour=-1	768	1	1	28	1	1	0	# 7.25 Gflop/s, 174.01 GB/s, tuned Mon Jan  4 15:45:12 2016
8x16x16x32	N4quda3xpyI7double2S1_EE	vol=65536,stride=65536,precision=8,TwistFlavour=1	768	1	1	28	1	1	0	# 7.30 Gflop/s, 175.27 GB/s, tuned Tue Jan 26 14:22:00 2016
8x16x16x32	N4quda4axpyI6float26float4EE	vol=65536,stride=65536,precision=4,TwistFlavour=-1	768	1	1	28	1	1	0	# 28.41 Gflop/s, 170.49 GB/s, tuned Mon Jan  4 15:45:13 2016
8x16x16x32	N4quda4axpyI6float26float4EE	vol=65536,stride=65536,precision=4,TwistFlavour=1	800	1	1	28	1	1	0	# 28.32 Gflop/s, 169.93 GB/s, tuned Tue Jan 26 14:22:01 2016
8x16x16x32	N4quda4axpyI7double2S1_EE	vol=65536,stride=65536,precision=4,TwistFlavour=-1,vol=65536,stride=65536,precision=8,TwistFlavour=-1	1024	1	1	28	1	1	0	# 17.07 Gflop/s, 102.42 GB/s, tuned Mon Jan  4 15:45:11 2016
8x16x16x32	N4quda4axpyI7double2S1_EE	vol=65536,stride=65536,precision=4,TwistFlavour=-1,vol=65536,stride=65536,precision=8,TwistFlavour=1	864	1	1	26	1	1	0	# 17.05 Gflop/s, 102.31 GB/s, tuned Tue Jan 26 14:22:06 2016
8x16x16x32	N4quda4axpyI7double2S1_EE	vol=65536,stride=65536,precision=4,TwistFlavour=1,vol=65536,stride=65536,precision=8,TwistFlavour=1	384	1	1	27	1	1	0	# 17.11 Gflop/s, 102.63 GB/s, tuned Tue Jan 26 14:21:59 2016
8x16x16x32	N4quda4xpayI6float26float4EE	vol=65536,stride=65536,precision=4,TwistFlavour=-1	832	1	1	28	1	1	0	# 28.39 Gflop/s, 170.32 GB/s, tuned Mon Jan  4 15:45:13 2016
8x16x16x32	N4quda4xpayI6float26float4EE	vol=65536,stride=65536,precision=4,TwistFlavour=1	832	1	1	28	1	1	0	# 28.46 Gflop/s, 170.75 GB/s, tuned Tue Jan 26 14:22:01 2016
8x16x16x32	N4quda5Norm2Id7double2S1_EE	vol=65536,stride=65536,precision=8,TwistFlavour=-1	640	1	1	28	1	1	5120	# 33.03 Gflop/s, 132.13 GB/s, tuned Mon Jan  4 15:45:03 2016
8x16x16x32	N4quda5Norm2Id7double2S1_EE	vol=65536,stride=65536,precision=8,TwistFlavour=1	896	1	1	27	1	1	7168	# 33.01 Gflop/s, 132.03 GB/s, tuned Tue Jan 26 14:21:52 2016
8x16x16x32	N4quda8axpyZpbxI7double2S1_EE	vol=65536,stride=65536,precision=4,TwistFlavour=-1,vol=65536,stride=65536,precision=8,TwistFlavour=-1	512	1	1	8	1	1	0	# 47.31 Gflop/s, 118.27 GB/s, tuned Mon Jan  4 15:45:09 2016
8x16x16x32	N4quda8axpyZpbxI7double2S1_EE	vol=65536,stride=65536,precision=4,TwistFlavour=-1,vol=65536,stride=65536,precision=8,TwistFlavour=1	512	1	1	8	1	1	0	# 47.42 Gflop/s, 118.55 GB/s, tuned Tue Jan 26 14:22:05 2016
8x16x16x32	N4quda8axpyZpbxI7double2S1_EE	vol=65536,stride=65536,precision=4,TwistFlavour=1,vol=65536,stride=65536,precision=8,TwistFlavour=1	512	1	1	8	1	1	0	# 47.66 Gflop/s, 119.16 GB/s, tuned Tue Jan 26 14:21:57 2016
8x16x16x32	N4quda8xmyNorm2Id7double2S1_EE	vol=65536,stride=65536,precision=8,TwistFlavour=-1	768	1	1	28	1	1	6144	# 20.10 Gflop/s, 160.77 GB/s, tuned Mon Jan  4 15:45:05 2016
8x16x16x32	N4quda8xmyNorm2Id7double2S1_EE	vol=65536,stride=65536,precision=8,TwistFlavour=1	864	1	1	28	1	1	6912	# 20.12 Gflop/s, 160.99 GB/s, tuned Tue Jan 26 14:21:53 2016
8x16x16x32	copyKernel	dst=vol=65536,stride=65536,precision=4,TwistFlavour=-1,src=vol=65536,stride=65536,precision=8,TwistFlavour=-1	640	1	1	26	1	1	0	# 0.00 Gflop/s, 167.83 GB/s, tuned Mon Jan  4 15:45:05 2016
8x16x16x32	copyKernel	dst=vol=65536,stride=65536,precision=4,TwistFlavour=1,src=vol=65536,stride=65536,precision=8,TwistFlavour=1	864	1	1	24	1	1	0	# 0.00 Gflop/s, 167.33 GB/s, tuned Tue Jan 26 14:21:54 2016
8x16x16x32	copyKernel	dst=vol=65536,stride=65536,precision=8,TwistFlavour=-1,src=vol=65536,stride=65536,precision=4,TwistFlavour=-1	608	1	1	27	1	1	0	# 0.00 Gflop/s, 163.96 GB/s, tuned Mon Jan  4 15:45:09 2016
8x16x16x32	copyKernel	dst=vol=65536,stride=65536,precision=8,TwistFlavour=1,src=vol=65536,stride=65536,precision=4,TwistFlavour=1	928	1	1	28	1	1	0	# 0.00 Gflop/s, 165.60 GB/s, tuned Tue Jan 26 14:21:57 2016
8x16x16x8	N4quda10CovDevCudaId7double2EE	type=exterior_t,comm=0000,reconstruct=8	226	1	1	10	1	1	8193	# 3.94 Gflop/s, 2.41 GB/s, tuned Wed Dec 16 16:39:47 2015
8x16x16x8	N4quda10CovDevCudaId7double2EE	type=exterior_t,comm=0000,reconstruct=8,dagger	444	1	1	5	1	1	9831	# 3.93 Gflop/s, 2.40 GB/s, tuned Wed Dec 16 16:39:48 2015
8x16x16x8	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8	64	1	1	256	1	1	0	# 47.26 Gflop/s, 672.16 GB/s, tuned Wed Dec 16 16:39:45 2015
8x16x16x8	N4quda10CovDevCudaId7double2EE	type=interior,comm=0000,ghost=0000,reconstruct=8,dagger	128	1	1	128	1	1	0	# 46.22 Gflop/s, 657.41 GB/s, tuned Wed Dec 16 16:39:45 2015
8x16x16x8	N4quda10Gamma5CudaI7double2EE	type=default	192	1	1	86	1	1	7022	# 4.85 Gflop/s, 174.71 GB/s, tuned Wed Dec 16 16:39:45 2015
8x16x16x8	N4quda11axpyCGNorm2I7double26float26float4EE	vol=16384,stride=16384,precision=4,TwistFlavour=-1	416	1	1	28	1	1	6656	# 44.52 Gflop/s, 89.04 GB/s, tuned Wed Dec 16 16:39:43 2015
8x16x16x8	N4quda12ContractCudaI7double2S1_EE	type=gamma5	96	1	1	171	1	1	24576	# 11.99 Gflop/s, 43.16 GB/s, tuned Wed Dec 16 16:39:45 2015
8x16x16x8	N4quda12ContractCudaI7double2S1_EE	type=gamma5-minus	96	1	1	171	1	1	24576	# 7.32 Gflop/s, 26.36 GB/s, tuned Wed Dec 16 16:39:45 2015
8x16x16x8	N4quda12ContractCudaI7double2S1_EE	type=gamma5-plus	96	1	1	171	1	1	24576	# 7.35 Gflop/s, 26.45 GB/s, tuned Wed Dec 16 16:39:45 2015
8x16x16x8	N4quda15TwistGamma5CudaI7double2EE	vol=16384,stride=16384,precision=8,TwistFlavour=-1	384	1	1	43	1	1	0	# 9.51 Gflop/s, 171.20 GB/s, tuned Wed Dec 16 16:39:41 2015
8x16x16x8	N4quda16WilsonDslashCudaI7double2S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay	64	1	1	256	1	1	0	# 26.98 Gflop/s, 71.93 GB/s, tuned Wed Dec 16 16:39:41 2015
8x16x16x8	N4quda16WilsonDslashCudaI7double2S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,Xpay	160	1	1	103	1	1	7022	# 106.09 Gflop/s, 154.02 GB/s, tuned Wed Dec 16 16:39:41 2015
8x16x16x8	N4quda17TwistedDslashCudaI6float4S1_EE	type=exterior_t,comm=0001,reconstruct=8,	160	1	1	103	1	1	0	# 40.02 Gflop/s, 45.15 GB/s, tuned Wed Dec 16 16:39:42 2015
8x16x16x8	N4quda17TwistedDslashCudaI6float4S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay,DslashTwist	160	1	1	103	1	1	0	# 50.22 Gflop/s, 66.95 GB/s, tuned Wed Dec 16 16:39:43 2015
8x16x16x8	N4quda17TwistedDslashCudaI6float4S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay,dagger,DslashTwist	96	1	1	171	1	1	0	# 49.08 Gflop/s, 65.44 GB/s, tuned Wed Dec 16 16:39:43 2015
8x16x16x8	N4quda17TwistedDslashCudaI6float4S1_EE	type=exterior_t,comm=0001,reconstruct=8,dagger,	320	1	1	52	1	1	6145	# 39.00 Gflop/s, 44.00 GB/s, tuned Wed Dec 16 16:39:43 2015
8x16x16x8	N4quda17TwistedDslashCudaI6float4S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,	64	1	1	256	1	1	0	# 256.19 Gflop/s, 188.92 GB/s, tuned Wed Dec 16 16:39:42 2015
8x16x16x8	N4quda17TwistedDslashCudaI6float4S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,Xpay,DslashTwist	160	1	1	103	1	1	0	# 244.11 Gflop/s, 170.97 GB/s, tuned Wed Dec 16 16:39:43 2015
8x16x16x8	N4quda17TwistedDslashCudaI6float4S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,Xpay,dagger,DslashTwist	160	1	1	103	1	1	0	# 244.02 Gflop/s, 170.91 GB/s, tuned Wed Dec 16 16:39:43 2015
8x16x16x8	N4quda17TwistedDslashCudaI6float4S1_EE	type=interior,comm=0001,ghost=0001,reconstruct=8,dagger,	160	1	1	103	1	1	0	# 259.91 Gflop/s, 191.66 GB/s, tuned Wed Dec 16 16:39:43 2015
8x16x16x8	N4quda17TwistedDslashCudaI7double2S1_EE	type=exterior_t,comm=0001,reconstruct=8,	160	1	1	103	1	1	16385	# 27.43 Gflop/s, 61.89 GB/s, tuned Wed Dec 16 16:39:42 2015
8x16x16x8	N4quda17TwistedDslashCudaI7double2S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay,DslashTwist	64	1	1	256	1	1	0	# 28.41 Gflop/s, 75.77 GB/s, tuned Wed Dec 16 16:39:42 2015
8x16x16x8	N4quda17TwistedDslashCudaI7double2S1_EE	type=exterior_t,comm=0001,reconstruct=8,Xpay,dagger,DslashTwist	160	1	1	103	1	1	0	# 29.74 Gflop/s, 79.31 GB/s, tuned Wed Dec 16 16:39:41 2015
